,Player,Team,Pos,Receptions,ReceivingYds,ReceivingTD,FL,RushingAtt,RushingYds,RushingTD,PassingAtt,PassingCmp,PassingYds,PassingTD,Int,FieldGoalsMade,FieldGoalsAttempted,ExtraPointsMade,TotalSacks,TotalInt,FumblesRecovered,FumblesForced,DefensiveTDs,SafetysForced,PointsAllowed,FantasyPoints
0,Josh Allen,BUF,QB,0.0,0.0,0.0,5.1,110.8,519.9,8.0,605.4,400.6,4586.8,33.4,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.1
1,Patrick Mahomes II,KC,QB,0.0,0.0,0.0,2.5,55.2,266.9,2.9,631.8,420.3,5047.3,38.5,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.6
2,Kyler Murray,ARI,QB,0.0,0.0,0.0,3.7,127.0,704.1,7.8,584.6,388.1,4176.4,26.5,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.3
3,Lamar Jackson,BAL,QB,0.0,0.0,0.0,4.0,152.4,918.6,6.6,462.1,295.4,3376.8,29.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.3
4,Dak Prescott,DAL,QB,0.0,0.0,0.0,4.2,63.8,298.3,4.1,622.1,415.6,4843.3,31.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.8
5,Justin Herbert,LAC,QB,0.0,0.0,0.0,2.6,61.5,273.4,4.4,617.4,402.5,4619.8,31.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.4
6,Russell Wilson,SEA,QB,0.0,0.0,0.0,3.5,83.3,450.1,2.1,570.6,380.4,4248.5,34.4,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.4
7,Aaron Rodgers,GB,QB,0.0,0.0,0.0,3.1,41.0,174.0,1.9,571.2,384.8,4457.3,36.6,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.9
8,Tom Brady,TB,QB,0.0,0.0,0.0,2.2,23.8,29.9,2.0,621.5,404.8,4706.1,36.8,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.3
9,Jalen Hurts,PHI,QB,0.0,0.0,0.0,4.9,138.0,710.7,5.9,542.5,329.0,3748.6,22.6,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.2
10,Ryan Tannehill,TEN,QB,0.0,0.0,0.0,2.9,51.5,227.9,3.4,531.2,351.4,4151.4,30.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.7
0,Christian McCaffrey,CAR,RB,96.9,787.9,12.1,2.5,297.7,1304.2,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.2
11,Joe Burrow,CIN,QB,0.0,0.0,0.0,4.2,54.3,228.3,3.0,611.4,400.3,4318.7,26.4,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.1
12,Matthew Stafford,LAR,QB,0.0,0.0,0.0,3.2,33.4,126.7,0.8,610.0,404.1,4546.4,28.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.8
1,Dalvin Cook,MIN,RB,56.0,481.7,13.0,2.9,317.4,1490.2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.2
13,Trevor Lawrence,JAC,QB,0.0,0.0,0.0,5.2,66.8,342.3,2.3,592.2,378.9,4151.1,24.7,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.8
2,Derrick Henry,TEN,RB,25.8,191.8,14.4,2.7,344.4,1687.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.8
14,Kirk Cousins,MIN,QB,0.0,0.0,0.0,4.1,35.3,114.3,1.1,542.9,365.4,4287.2,30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.3
15,Matt Ryan,ATL,QB,0.0,0.0,0.0,4.3,33.2,119.3,1.4,613.9,401.5,4519.0,27.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.8
16,Derek Carr,LV,QB,0.0,0.0,0.0,5.3,31.5,110.4,1.8,565.1,374.4,4313.1,26.7,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.7
17,Tua Tagovailoa,MIA,QB,0.0,0.0,0.0,1.7,54.3,205.7,2.7,574.6,374.9,3957.3,25.9,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.3
18,Baker Mayfield,CLE,QB,0.0,0.0,0.0,3.3,44.2,168.4,1.8,537.1,343.5,3949.3,28.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.9
19,Carson Wentz,IND,QB,0.0,0.0,0.0,5.8,62.7,273.9,3.2,552.0,347.0,3817.8,26.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.9
20,Ben Roethlisberger,PIT,QB,0.0,0.0,0.0,2.3,20.8,44.5,0.5,624.1,405.2,4222.6,29.7,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.9
21,Daniel Jones,NYG,QB,0.0,0.0,0.0,8.5,71.0,406.9,2.7,546.8,342.4,3753.9,22.8,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.9
22,Sam Darnold,CAR,QB,0.0,0.0,0.0,3.9,50.3,219.8,3.3,555.5,350.3,3923.5,21.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.4
23,Zach Wilson,NYJ,QB,0.0,0.0,0.0,5.5,64.3,306.1,2.3,554.2,347.3,3917.9,21.6,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.3
24,Ryan Fitzpatrick,WAS,QB,0.0,0.0,0.0,2.3,47.6,232.1,3.0,541.7,358.4,3841.7,21.9,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.5
25,Jared Goff,DET,QB,0.0,0.0,0.0,4.1,39.9,89.8,1.7,578.6,370.9,4150.5,22.5,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.9
3,Alvin Kamara,NO,RB,77.9,666.5,9.7,1.9,206.9,945.7,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.2
4,Saquon Barkley,NYG,RB,57.8,448.6,9.4,1.8,272.9,1261.8,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.7
5,Jonathan Taylor,IND,RB,42.3,325.6,11.0,1.9,275.3,1280.6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0
0,Tyreek Hill,KC,WR,100.7,1440.3,12.2,0.7,12.9,81.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.3
6,Nick Chubb,CLE,RB,28.7,227.5,11.1,1.9,274.3,1374.5,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.8
7,Aaron Jones,GB,RB,50.1,392.0,10.3,2.1,231.1,1120.1,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.3
1,Davante Adams,GB,WR,123.6,1492.7,12.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.4
8,Ezekiel Elliott,DAL,RB,53.0,392.4,9.5,2.9,279.3,1192.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.4
26,Deshaun Watson,HOU,QB,0.0,0.0,0.0,3.0,60.0,282.5,2.9,380.7,258.9,3088.9,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0
9,Joe Mixon,CIN,RB,50.2,368.3,8.2,2.0,278.1,1172.1,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.5
10,Najee Harris,PIT,RB,49.8,368.3,8.6,2.6,259.5,1153.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.1
12,Austin Ekeler,LAC,RB,80.4,698.8,4.7,1.6,180.8,822.2,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.8
11,Antonio Gibson,WAS,RB,45.6,331.8,9.9,2.1,245.4,1103.3,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.8
13,Cam Akers,LAR,RB,32.0,267.0,9.0,0.0,255.0,1146.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.3
2,Stefon Diggs,BUF,WR,112.6,1468.5,9.1,1.2,2.4,15.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.8
0,Travis Kelce,KC,TE,112.6,1405.5,10.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.8
3,Calvin Ridley,ATL,WR,99.7,1425.8,9.1,0.8,4.8,26.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.7
14,D'Andre Swift,DET,RB,60.0,447.1,8.4,2.3,206.6,905.8,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.3
27,Justin Fields,CHI,QB,0.0,0.0,0.0,4.5,60.7,306.0,2.5,393.3,252.0,2664.7,16.8,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.2
15,Chris Carson,SEA,RB,43.4,321.1,7.3,2.1,228.2,1045.5,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.8
16,J.K. Dobbins,BAL,RB,30.1,228.4,9.4,1.6,210.9,1071.5,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.7
17,Clyde Edwards-Helaire,KC,RB,50.0,385.4,7.0,1.8,221.3,996.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.6
4,DeAndre Hopkins,ARI,WR,121.8,1461.0,7.6,1.5,1.5,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.5
18,Josh Jacobs,LV,RB,31.5,236.3,9.4,2.0,249.8,1068.2,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.2
28,Cam Newton,NE,QB,0.0,0.0,0.0,1.8,81.7,354.3,5.7,304.5,200.8,2217.6,12.9,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0
5,D.K. Metcalf,SEA,WR,86.6,1305.1,9.9,1.4,0.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.5
19,David Montgomery,CHI,RB,37.5,298.7,7.9,1.9,249.5,1044.7,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.1
6,Justin Jefferson,MIN,WR,94.5,1399.4,7.9,0.8,0.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.9
20,Miles Sanders,PHI,RB,43.4,361.0,6.4,1.8,217.8,1044.9,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.7
7,A.J. Brown,TEN,WR,84.6,1269.2,9.8,0.9,0.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.7
29,Jameis Winston,NO,QB,0.0,0.0,0.0,3.9,38.3,162.3,0.9,386.8,251.0,2836.6,19.4,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.9
21,Myles Gaskin,MIA,RB,48.2,372.9,6.1,2.1,215.9,917.4,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.2
30,Trey Lance,SF,QB,0.0,0.0,0.0,4.0,55.1,283.9,2.6,301.7,196.6,2290.6,14.6,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.9
8,Keenan Allen,LAC,WR,111.4,1207.9,7.9,1.0,3.0,16.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.2
9,Mike Evans,TB,WR,76.1,1115.8,9.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.6
22,Mike Davis,ATL,RB,48.8,311.9,6.6,1.9,227.0,895.3,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.6
10,Amari Cooper,DAL,WR,92.8,1221.3,7.4,0.8,2.6,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.3
11,Terry McLaurin,WAS,WR,91.4,1235.9,6.8,0.7,1.8,12.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.3
23,Darrell Henderson,LAR,RB,31.5,264.2,6.8,1.9,215.0,921.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.9
12,Michael Thomas,NO,WR,103.9,1237.2,6.7,0.8,0.3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.6
13,Allen Robinson II,CHI,WR,97.3,1213.8,6.8,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.9
14,Robert Woods,LAR,WR,98.8,1091.3,6.0,0.8,18.3,113.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.9
15,Adam Thielen,MIN,WR,81.1,1033.9,9.2,0.7,3.2,14.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.2
1,George Kittle,SF,TE,96.7,1213.4,6.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.6
24,Chase Edmonds,ARI,RB,52.2,381.9,4.9,1.5,173.2,770.8,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.1
16,CeeDee Lamb,DAL,WR,84.3,1100.8,6.7,0.8,8.5,61.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.4
2,Darren Waller,LV,TE,100.4,1148.5,7.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.9
17,Tyler Lockett,SEA,WR,92.5,1055.7,8.4,0.7,1.6,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.3
18,D.J. Moore,CAR,WR,82.9,1200.6,5.4,0.8,3.1,20.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.3
19,Julio Jones,TEN,WR,78.2,1107.3,7.2,0.7,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.9
20,Cooper Kupp,LAR,WR,93.5,1070.8,7.2,0.7,4.0,23.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.8
21,Chris Godwin,TB,WR,82.3,1077.3,7.4,0.8,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
25,Kareem Hunt,CLE,RB,38.9,317.5,5.5,1.3,154.6,684.4,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.9
22,Courtland Sutton,DEN,WR,74.1,1057.3,6.7,0.8,1.7,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.6
23,Tee Higgins,CIN,WR,79.2,1062.4,6.4,0.8,2.3,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.3
24,Odell Beckham Jr.,CLE,WR,70.2,985.1,6.6,0.7,5.8,51.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.6
25,Kenny Golladay,NYG,WR,70.0,1046.5,6.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0
26,Brandon Aiyuk,SF,WR,73.0,929.9,6.4,0.7,13.8,78.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0
27,Ja'Marr Chase,CIN,WR,73.3,1063.0,6.1,1.2,1.5,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.7
26,Travis Etienne,JAC,RB,60.7,484.2,4.1,3.0,130.6,581.8,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.3
0,Harrison Butker,KC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,33.8,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.8
27,Damien Harris,NE,RB,12.6,95.4,5.7,1.4,205.9,963.1,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
28,Raheem Mostert,SF,RB,23.8,207.7,6.1,1.4,154.2,768.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.9
28,Chase Claypool,PIT,WR,70.0,900.4,6.9,0.9,8.2,43.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.8
31,Teddy Bridgewater,DEN,QB,0.0,0.0,0.0,1.7,31.6,135.9,1.7,291.6,185.6,2100.8,12.7,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.3
29,Diontae Johnson,PIT,WR,94.7,985.7,6.3,1.4,4.4,27.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.8
29,James Robinson,JAC,RB,29.3,209.9,5.5,1.5,182.7,798.3,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.6
30,D.J. Chark Jr.,JAC,WR,74.5,993.6,6.4,0.6,0.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5
31,Brandin Cooks,HOU,WR,73.5,1036.4,5.2,0.7,0.8,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.4
30,Javonte Williams,DEN,RB,25.1,194.1,5.2,2.0,183.3,814.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.1
1,Justin Tucker,BAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,33.0,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.7
32,Deebo Samuel,SF,WR,71.8,918.3,4.8,0.8,13.0,97.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.1
31,David Johnson,HOU,RB,35.9,322.5,4.7,1.5,147.8,619.2,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.1
2,Tyler Bass,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,33.3,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.9
3,Mark Andrews,BAL,TE,69.5,847.9,8.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.4
32,Taysom Hill,NO,QB,0.0,0.0,0.0,3.9,75.4,396.5,4.5,185.3,123.9,1302.9,7.6,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.8
3,Greg Zuerlein,DAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,36.1,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.5
33,Robby Anderson,CAR,WR,80.3,989.8,5.2,0.8,2.5,12.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.1
33,Jimmy Garoppolo,SF,QB,0.0,0.0,0.0,1.2,14.9,36.6,0.5,274.9,186.5,2175.7,13.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.9
34,JuJu Smith-Schuster,PIT,WR,90.0,907.2,6.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.5
32,Leonard Fournette,TB,RB,31.0,212.8,6.3,1.2,165.2,677.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.1
4,Rodrigo Blankenship,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,35.0,41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0
35,Michael Gallup,DAL,WR,63.3,932.1,5.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.4
36,Jerry Jeudy,DEN,WR,68.2,975.0,5.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
5,Jason Myers,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,31.4,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.9
6,Jason Sanders,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,34.8,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.6
7,Younghoe Koo,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,34.1,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.6
37,Marquise Brown,BAL,WR,61.2,823.2,7.1,0.6,2.5,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.3
8,Mason Crosby,GB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,27.4,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.2
9,Robbie Gould,SF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,33.9,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0
10,Ryan Succop,TB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,31.4,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.9
38,Tyler Boyd,CIN,WR,83.3,925.7,5.3,0.8,2.1,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.4
33,Melvin Gordon III,DEN,RB,22.3,143.2,5.7,2.4,169.4,746.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.1
11,Wil Lutz,NO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,32.1,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.6
12,Cody Parkey,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,31.9,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
13,Daniel Carlson,LV,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,34.0,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.5
